Description,Revenue
BLUE CRYSTAL BOOT PHONE CHARM,1.66
BLUE FELT HANGING HEART W FLOWER,1.66
FLOWER SHOP DESIGN MUG,1.65
YELLOW PINK FLOWER DESIGN BIG BOWL,1.56
PASTEL PINK PHOTO ALBUM,1.5
BLACK PHOTO ALBUM,1.5
ROBIN CHRISTMAS CARD,1.26
ROBOT MUG IN DISPLAY BOX,1.25
DUSTY PINK CHRISTMAS TREE 30CM,1.25
FUNKY MONKEY MUG,1.25
BLACKCHRISTMAS TREE 30CM,1.25
PLAYING CARDS VINTAGE DOILEY,1.25
VINTAGE BEAD PINK SHADE,1.25
SET 36 COLOURING PENCILS DOILEY,1.25
"RETRO TIN ASHTRAY,REVOLUTIONARY",1.16
CHAMPAGNE TRAY BLANK CARD,0.95
UBO-LIGHT TRIOBASE BLUE,0.85
RASTA IN BATH W SPLIFF ASHTRAY,0.85
PINK CRYSTAL GUITAR PHONE CHARM,0.85
BLUE CRUSOE CHECK LAMPSHADE,0.84
ELEPHANT CLIP W SUCTION CUP,0.84
VINTAGE BLUE TINSEL REEL,0.84
HAND PAINTED HANGING EASTER EGG,0.84
CD WALL TIDY BLUE OFFICE,0.83
SET 12 COLOURING PENCILS DOILEY,0.65
60 GOLD AND SILVER FAIRY CAKE CASES,0.55
"SILICON CUBE 25W, BLUE",0.42
METAL BASE FOR CANDLES,0.42
LILAC GAUZE BUTTERFLY LAMPSHADE,0.42
HEN HOUSE WITH CHICK STANDING,0.42
"ACRYLIC JEWEL ICICLE, BLUE",0.38
WINE BOTTLE DRESSING LT.BLUE,0.12
?,0.0
wrongly coded 20713,0.0
check,0.0
dotcom,0.0
Lighthouse Trading zero invc incorr,0.0
TRAVEL CARD WALLET DOTCOMGIFTSHOP,0.0
had been put aside,0.0
mailout,0.0
found,0.0
taig adjust,0.0
michel oops,0.0
Found,0.0
wrongly sold (22719) barcode,0.0
Amazon,0.0
Adjustment,0.0
AMAZON,0.0
amazon,0.0
test,0.0
allocate stock for dotcom orders ta,0.0
Adjust bad debt,-11062.06
